step,train_loss,tps,peak_mem_gb
1,11.028757631778717,41579.64006200387,4.688676834106445
2,9.819864153862,49130.215713817175,5.35915994644165
3,9.322419106960297,48013.876574331945,5.35964822769165
4,9.108848661184311,48093.24136690613,5.35964822769165
5,8.91479605436325,47470.30742197207,5.35964822769165
6,8.76895847916603,47663.61572651197,5.35964822769165
7,8.633864879608154,47674.35829891016,5.35964822769165
8,8.472685724496841,47970.895249862675,5.35964822769165
9,8.346769958734512,47492.98963268589,5.35964822769165
10,8.23246155679226,47976.17002697022,5.35964822769165
11,8.149578914046288,47591.01659811671,5.35964822769165
12,8.094911351799965,47633.31545753406,5.35964822769165
13,7.98187293112278,47815.61813246478,5.35964822769165
14,7.84552475810051,48460.49437273611,5.35964822769165
15,7.790954917669296,48560.153791008495,5.35964822769165
16,7.741538122296333,48325.886278415164,5.35964822769165
17,7.6058052480220795,48836.19743206488,5.35964822769165
18,7.568917214870453,47883.17776913175,5.35964822769165
19,7.533900871872902,47271.52371926266,5.35964822769165
20,7.457440629601479,47969.96600455289,5.35964822769165
21,7.35303096473217,47557.076875645114,5.35964822769165
22,7.278719067573547,47772.97426812751,5.35964822769165
23,7.22149159014225,47543.62801809121,5.35964822769165
24,7.192987337708473,47966.22008789221,5.35964822769165
25,7.137007847428322,48584.97171036823,5.35964822769165
26,7.09275010228157,47998.206853800795,5.35964822769165
27,7.040668576955795,48241.20557319335,5.35964822769165
28,6.989314362406731,47947.298551566455,5.35964822769165
29,6.979021325707436,47364.63003536263,5.35964822769165
30,6.892175883054733,47597.69167169117,5.35964822769165
31,6.878667548298836,47429.78278364112,5.35964822769165
32,6.842754617333412,47482.68952652205,5.35964822769165
33,6.789454430341721,47987.40581893625,5.35964822769165
34,6.79910609126091,47740.64429067445,5.35964822769165
35,6.779309406876564,47262.899982014926,5.35964822769165
36,6.815688386559486,47788.38093443269,5.35964822769165
37,6.802442848682404,49576.61825370588,5.35964822769165
38,6.751265317201614,53088.77961682812,5.35964822769165
39,6.678579702973366,51576.910552557136,5.35964822769165
40,6.667868986725807,48214.859972985934,5.35964822769165
41,6.730845153331757,51440.622933320556,5.35964822769165
42,6.60790841281414,52586.5582705992,5.35964822769165
43,6.621833756566048,53516.371883209285,5.35964822769165
44,6.586277976632118,53023.69436144426,5.35964822769165
45,6.6074038445949554,53236.030218184555,5.35964822769165
46,6.609079658985138,53117.03749371008,5.35964822769165
47,6.620357349514961,53095.54256049254,5.35964822769165
48,6.521859258413315,53211.98199087464,5.35964822769165
49,6.546911925077438,53814.48016476503,5.35964822769165
50,6.5066530257463455,53456.52859823538,5.35964822769165
51,6.510197207331657,53146.46604032322,5.35964822769165
52,6.4561608880758286,53253.92460932036,5.35964822769165
53,6.499840408563614,53713.176710525535,5.35964822769165
54,6.503809854388237,53063.20471611317,5.35964822769165
55,6.458707854151726,53461.78943619827,5.35964822769165
56,6.459108740091324,53233.014624956435,5.35964822769165
57,6.429473578929901,53484.86201178007,5.35964822769165
58,6.353560581803322,53247.33786834104,5.35964822769165
59,6.467147678136826,53009.690511341636,5.35964822769165
60,6.419457882642746,53670.272068840924,5.35964822769165
61,6.348133951425552,53463.56754241933,5.35964822769165
62,6.352807909250259,53624.2188980381,5.35964822769165
63,6.3400969207286835,53770.58789121662,5.35964822769165
64,6.353492945432663,53645.18090241998,5.35964822769165
65,6.341908201575279,53522.129098780606,5.35964822769165
66,6.351482957601547,53498.331948700536,5.35964822769165
67,6.269234299659729,53839.5876257321,5.35964822769165
68,6.358847916126251,53462.81885169984,5.35964822769165
69,6.323837012052536,53910.451043356,5.35964822769165
70,6.288635358214378,53501.59635864055,5.35964822769165
71,6.232081368565559,53346.57438927673,5.35964822769165
72,6.329092919826508,53647.67273421365,5.35964822769165
73,6.273496896028519,53033.63805732724,5.35964822769165
74,6.265151798725128,53732.71153145063,5.35964822769165
75,6.282518342137337,53363.26891803731,5.35964822769165
76,6.183749854564667,53317.19276170149,5.35964822769165
77,6.21608529984951,53193.82239150316,5.35964822769165
78,6.184826985001564,53408.38185418534,5.35964822769165
79,6.1941646337509155,53293.18999124246,5.35964822769165
80,6.13125504553318,53232.78782492113,5.35964822769165
81,6.202024340629578,52803.69162701269,5.35964822769165
82,6.202723667025566,53113.393929592145,5.35964822769165
83,6.184624761343002,52625.092171957935,5.35964822769165
84,6.152531489729881,53250.80898606495,5.35964822769165
85,6.1405869871377945,53126.74926372274,5.35964822769165
86,6.17310656607151,53514.80384274572,5.35964822769165
87,6.156028464436531,53351.0162679333,5.35964822769165
88,6.044451579451561,53121.14351707627,5.35964822769165
89,6.0850381553173065,53100.286365487795,5.35964822769165
90,6.086777374148369,53221.51211467573,5.35964822769165
91,6.01437871158123,53068.56771482455,5.35964822769165
92,6.042324870824814,53807.806702282374,5.35964822769165
93,6.079029217362404,53426.65192420891,5.35964822769165
94,6.054562762379646,52897.32484175472,5.35964822769165
95,6.039502114057541,53252.340960550675,5.35964822769165
96,6.081225410103798,52838.50176563789,5.35964822769165
97,6.003719016909599,52672.44703857029,5.35964822769165
98,6.0573364943265915,53175.79862608151,5.35964822769165
99,5.961031913757324,53223.3515639416,5.35964822769165
100,5.962140083312988,53504.99655839258,5.35964822769165
101,5.991900071501732,52819.32742160244,5.35964822769165
102,5.962491080164909,53038.03309055886,5.35964822769165
103,5.994412377476692,53109.509722342846,5.35964822769165
104,5.859524354338646,53130.194407389805,5.35964822769165
105,6.048704341053963,53178.288193577566,5.35964822769165
106,5.934874162077904,52875.20380547401,5.35964822769165
107,5.969864949584007,52841.6658292829,5.35964822769165
108,5.990729242563248,53225.67037862778,5.35964822769165
109,5.871724456548691,52767.240704953285,5.35964822769165
110,5.981515392661095,53183.00563738735,5.35964822769165
111,5.91361291706562,52515.59846162208,5.35964822769165
112,5.8772639483213425,53195.40256161578,5.35964822769165
113,5.885842129588127,52706.55371026246,5.35964822769165
114,5.86297707259655,53289.85798226133,5.35964822769165
115,5.845527395606041,52450.00357180985,5.35964822769165
116,5.943075567483902,52890.94304857767,5.35964822769165
117,5.876991286873817,52798.13863324039,5.35964822769165
118,5.955275654792786,53441.79648548688,5.35964822769165
119,5.881924584507942,53014.89954980966,5.35964822769165
120,5.838371887803078,53352.5954356476,5.35964822769165
121,5.812416344881058,52690.49979374487,5.35964822769165
