step,train_loss,tps,peak_mem_gb
1,11.028757631778717,20430.550442003176,2.181321620941162
2,9.819866806268692,29444.973023012575,2.5647997856140137
3,9.322330355644226,29432.25152217605,2.5647997856140137
4,9.108385622501373,29294.193714446363,2.5647997856140137
5,8.915531724691391,28999.565598644665,2.5647997856140137
6,8.768994718790054,28815.37857938515,2.5647997856140137
7,8.635077327489853,28417.284550439177,2.5647997856140137
8,8.472573608160019,29559.343478627194,2.5647997856140137
9,8.347508564591408,28970.122325502376,2.5647997856140137
10,8.233151257038116,28779.02646977606,2.5647997856140137
11,8.149640291929245,28599.186542548636,2.5647997856140137
12,8.095404982566833,28939.134597057804,2.5647997856140137
13,7.982269391417503,29556.32084271424,2.5647997856140137
14,7.845795676112175,29471.52809171153,2.5647997856140137
15,7.791345477104187,29252.22493544492,2.5647997856140137
16,7.741784676909447,28144.964354082076,2.5647997856140137
17,7.606074556708336,29136.997181465897,2.5647997856140137
18,7.569139704108238,28991.469499319057,2.5647997856140137
19,7.534225657582283,29135.272347815986,2.5647997856140137
20,7.457722499966621,29169.091282080884,2.5647997856140137
21,7.353462368249893,29366.311029827044,2.5647997856140137
22,7.279010593891144,28155.478149889936,2.5647997856140137
23,7.221817493438721,29714.967633756343,2.5647997856140137
24,7.193265900015831,29210.81702643988,2.5647997856140137
25,7.137252241373062,29723.63683966172,2.5647997856140137
26,7.092990070581436,28907.285857143623,2.5647997856140137
27,7.040964096784592,28459.599205489903,2.5647997856140137
28,6.989512532949448,28417.137660153236,2.5647997856140137
29,6.979245215654373,28514.762704858702,2.5647997856140137
30,6.892431661486626,28951.44244793219,2.5647997856140137
31,6.878750532865524,29010.26078447348,2.5647997856140137
32,6.8430206179618835,26285.003395761807,2.5647997856140137
33,6.789660066366196,28951.53545197174,2.5647997856140137
34,6.799259155988693,28936.583201652877,2.5647997856140137
35,6.779408320784569,28874.14524179602,2.5647997856140137
36,6.8159255385398865,29406.827312526304,2.5647997856140137
37,6.802531570196152,29596.58910322987,2.5647997856140137
38,6.751386448740959,29264.47345866753,2.5647997856140137
39,6.678793102502823,28551.069644345982,2.5647997856140137
40,6.667969927191734,29229.69801019506,2.5647997856140137
41,6.7309586852788925,29389.80481462727,2.5647997856140137
42,6.607855245471001,28733.992572465606,2.5647997856140137
43,6.621799930930138,28806.568356726708,2.5647997856140137
44,6.586417958140373,29221.075302300054,2.5647997856140137
